"","jersey_number","first_name","last_name","dob","age","height","weight","position","nationality","last_team","season","team","standing"
"212","","Hans-Jürgen"," Gnad ","04.06.1963","51","2.08m","110kg","","DEU","Brandt Hagen","2005-2006","416-lev","10"
"213","","Matthias"," Goddek ","05.09.1986","27","1.92m","85kg","","DEU","Eigene Jugend","2005-2006","416-lev","10"
"214","7","Josiah"," James ","06.02.1981","33","2.01m","99kg","","USA","Thames Valley Tigers (USA)","2005-2006","416-lev","10"
"215","14","Kristjan"," Kangur ","23.10.1982","31","2.02m","99kg","","EST","Kalev Tallin (EST)","2005-2006","416-lev","10"
"216","","Achim"," Kuczmann ","10.02.1954","60","1.84m","74kg","","DEU","","2005-2006","416-lev","10"
"217","20","Kenneth-Charles"," Lowe ","06.10.1980","33","1.97m","92kg","","USA","Tampereen Pyrintö (FIN)","2005-2006","416-lev","10"
"218","13","Tim"," Ohlbrecht ","30.08.1988","25","2.10m","98kg","","DEU","Eigene Jugend","2005-2006","416-lev","10"
"219","9","Jakob"," Sigurdarson ","04.04.1982","32","1.92m","88kg","","ISL","Birmingham SC (NCAA)","2005-2006","416-lev","10"
"220","10","Scott"," Ungerer ","26.10.1980","33","2.00m","102kg","","USA","Landstede Zwolle (NEL)","2005-2006","416-lev","10"
"221","11","Matthias"," Weber ","01.02.1980","34","1.98m","110kg","","DEU","Bayer Giants","2005-2006","416-lev","10"
"222","4","Brandon"," Woudstra ","30.09.1980","33","1.91m","89kg","","USA","Leeuwarden (NED)","2005-2006","416-lev","10"
"223","4","Derrick"," Allen ","17.07.1980","34","2.04m","100kg","","USA","Keflavík (ISL)","2005-2006","434-kar","13"
"224","23","Kenneth"," Brunner ","12.08.1978","36","1.85m","85kg","","USA","S. California Legends (USA)","2005-2006","434-kar","13"
"225","6","Troy Anthony"," DeVries ","27.07.1982","32","1.93m","90kg","","USA","University Lobos New Mexico","2005-2006","434-kar","13"
"226","14","Modibo"," Diarra ","16.09.1980","33","2.07m","110kg","","MLI","SSC Karlsruhe","2005-2006","434-kar","13"
"227","16","Chuck"," Evans ","17.12.1971","42","1.80m","78kg","","DEU","ALBA BERLIN","2005-2006","434-kar","13"
"228","10","Narcisse"," Ewodo ","29.10.1972","41","2.02m","95kg","SF","FRA","EnBW Ludwigsburg","2005-2006","434-kar","13"
"229","7","Stefan"," Fahrad ","24.07.1980","34","1.94m","95kg","SF","DEU","USC Heidelberg","2005-2006","434-kar","13"
"230","13","Jens-Uwe"," Gordon ","13.08.1967","47","2.06m","100kg","","DEU","Artland Dragons","2005-2006","434-kar","13"
"231","12","Domonic"," Jones ","26.08.1981","32","1.86m","90kg","","USA","Va Commonwealth (USA)","2005-2006","434-kar","13"
"232","21","Marko"," Jovanovic ","06.01.1982","32","2.12m","100kg","","SCG","BS|ENERGY Braunschweig","2005-2006","434-kar","13"
"233","11","Mathias"," Kann ","14.09.1985","28","1.94m","85kg","","DEU","TV Rastatt-Rheinau","2005-2006","434-kar","13"
"234","17","Fabrice"," Mballa ","24.01.1982","32","1.98m","95kg","","FRA","La Peyrade Baskets (FRA)","2005-2006","434-kar","13"
"235","8","David"," McCray ","06.11.1986","27","1.87m","80kg","","DEU","1.FC Kaiserslautern","2005-2006","434-kar","13"
"236","5","Luka"," Popovic ","09.02.1984","30","1.90m","88kg","","HRV","Borik Zadar","2005-2006","434-kar","13"
"237","15","Rouven"," Roessler ","14.11.1980","33","1.98m","97kg","SF","DEU","TV Bad Bergzabern ","2005-2006","434-kar","13"
"238","","Horst"," Schmitz ","14.07.1963","51","1.90m","83kg","","DEU","TSV Bad Bergzabern","2005-2006","434-kar","13"
"239","9","Stefan"," Svitek ","25.05.1977","37","2.03m","108kg","","SVK","BK Chemosvit SVIT (SVK)","2005-2006","434-kar","13"
"240","13","Karim"," Aw ","16.06.1965","49","2.05m","102kg","","DEU","","2005-2006","447-nuer","15"
"241","44","Ryan"," De Michael ","12.07.1977","37","2.06m","104kg","","USA","TV 1860 Lich","2005-2006","447-nuer","15"
"242","4","Robert"," Dühring ","24.04.1979","35","2.02m","100kg","","DEU","","2005-2006","447-nuer","15"
"243","10","Sotirius"," Gioulekas ","28.11.1979","34","2.00m","100kg","SF","GRC","Gymnastik Syllogos Larissa","2005-2006","447-nuer","15"
"244","9","Mario"," Göhring ","17.11.1982","31","1.80m","80kg","","DEU","","2005-2006","447-nuer","15"
"245","","Stephan"," Harlander ","06.01.1969","45","1.80m","73kg","","DEU","","2005-2006","447-nuer","15"
"246","44","Cory"," Jenkins ","27.03.1978","36","2.00m","100kg","SF","USA","Sundsvall Dragons","2005-2006","447-nuer","15"
"247","5","Michael"," Lake ","07.04.1973","41","1.84m","84kg","","USA","TSV Nördlingen","2005-2006","447-nuer","15"
"248","6","Matthias"," Meinel ","19.03.1977","37","1.93m","95kg","SF","DEU","BBC Bayreuth","2005-2006","447-nuer","15"
"249","8","Tim"," Nees ","30.10.1971","42","2.09m","115kg","","DEU","WALTER TIGERS Tübingen","2005-2006","447-nuer","15"
"250","11","Wiaczeslaw"," Rosnowski ","22.02.1975","39","1.98m","95kg","","POL","Herens Basket (SUI)","2005-2006","447-nuer","15"
"251","22","Corey"," Santee ","13.09.1983","30","1.88m","85kg","","USA","BK Ventspils (LAT)","2005-2006","447-nuer","15"
"252","55","Heiko"," Schaffartzik ","03.01.1984","30","1.83m","76kg","","DEU","Giessen46ers","2005-2006","447-nuer","15"
"253","14","Marcel"," Tenter ","26.07.1969","45","1.86m","82kg","","ROU","","2005-2006","447-nuer","15"
"254","12","Corey"," Williams ","03.08.1977","37","1.90m","88kg","","USA","* bis 12/2005 im Verein","2005-2006","447-nuer","15"
"255","17","Hurl"," Beechum ","02.05.1973","41","1.95m","95kg","SF","DEU","GHP Bamberg","2005-2006","432-tueb","12"
"256","5","Travarus"," Bennett ","09.10.1979","34","2.00m","98kg","SF","USA","BBC Nyon (SWI)","2005-2006","432-tueb","12"
"257","6","Tim"," Burnette ","31.03.1982","32","1.82m","75kg","","USA","BSG Ludwigsburg","2005-2006","432-tueb","12"
"258","","Felix"," Czerny ","23.04.1984","30","1.95m","86kg","","DEU","San Francisco Dons (USA)","2005-2006","432-tueb","12"
"259","15","Jüfan"," Geiger ","12.02.1981","33","2.05m","99kg","","DEU","WALTER TIGERS Tübingen","2005-2006","432-tueb","12"
"260","11","Andreas"," Hornig ","23.03.1980","34","2.12m","109kg","","DEU","Murray State Uni (USA)","2005-2006","432-tueb","12"
"261","14","Rasko"," Katic ","08.12.1980","33","2.08m","110kg","","SCG","Roter Stern Belgrad (SCG)","2005-2006","432-tueb","12"
"262","16","Peter"," Klemm ","01.01.2003","11","0.00m","0kg","","DEU","","2005-2006","432-tueb","12"
"263","8","Max"," Kochendörfer ","06.12.1985","28","1.93m","85kg","","DEU","SV03 Tübingen","2005-2006","432-tueb","12"
"264","21","Alexander"," Lokhmanchuk ","28.05.1973","41","2.06m","105kg","","UKR","BC Kiew (UKR)","2005-2006","432-tueb","12"
"265","","Aaron"," McCarthy ","24.11.1961","52","1.88m","85kg","","USA","TSK Würzburg","2005-2006","432-tueb","12"
"266","7","Bingo"," Merriex ","24.11.1980","33","2.04m","100kg","","USA","Andrea Costa Imola (ITA)","2005-2006","432-tueb","12"
"267","18","Michael"," Moten ","26.04.1971","43","2.05m","110kg","","ALB","* bis 3/2006 im Verein","2005-2006","432-tueb","12"
"268","","Mauricio"," Parra ","20.07.1972","42","1.89m","88kg","","ESP","SÜBA St. Pölten (AUT)","2005-2006","432-tueb","12"
"269","20","Igor"," Perovic ","03.03.1974","40","1.94m","91kg","","SCG","TSK Würzburg","2005-2006","432-tueb","12"
"270","10","Ron"," Selleaze ","27.06.1976","38","1.98m","94kg","SF","USA","Lobos Grises de la UAD (MEX)","2005-2006","432-tueb","12"
"271","19","Tamien"," Trent ","04.01.1982","32","1.85m","85kg","","USA","* bis 3/2006 im Verein","2005-2006","432-tueb","12"
"272","4","Steffen"," Weng ","12.02.1987","27","1.92m","84kg","","DEU","SV03 Tübingen","2005-2006","432-tueb","12"
"273","12","Antwine"," Williams ","15.05.1975","39","1.91m","83kg","","USA","Imesa Osimo (ITA)","2005-2006","432-tueb","12"
"274","13","Robert"," Wintermantel ","10.12.1970","43","2.00m","100kg","","DEU","TV Langen","2005-2006","432-tueb","12"
