"","jersey_number","first_name","last_name","dob","age","height","weight","position","nationality","last_team","season","team","standing"
"204","20","Jimmy"," McKinney ","02.08.1983","31","1.92m","90kg","SG","USA","FRAPORT SKYLINERS","2013-2014","540-wur","17"
"205","13","Chris"," McNaughton ","11.10.1982","31","2.11m","110kg","C","DEU","Eisbären Bremerhaven","2013-2014","540-wur","17"
"206","4","Marcellus"," Sommerville ","21.02.1982","32","2.00m","102kg","SF","USA","Aliaga Petkim (TUR)","2013-2014","540-wur","17"
"207","7","Ruben"," Spoden ","21.04.1989","25","2.04m","105kg","PF","DEU","WALTER Tigers Tübingen","2013-2014","540-wur","17"
"208","9","Maurice"," Stuckey ","30.05.1990","24","1.87m","88kg","PG","DEU","Brose Baskets","2013-2014","540-wur","17"
"209","6","Maximilian"," Ugrai ","28.07.1995","19","2.01m","90kg","PF","DEU","s.Oliver Baskets Akademie","2013-2014","540-wur","17"
"210","10","Dominic"," Waters ","28.09.1986","27","1.85m","82kg","PG","USA","Basquet Manresa (ESP)","2013-2014","540-wur","17"
"211","21","Will"," Clyburn ","17.05.1990","24","2.01m","95kg","SF","USA","Iowa State University (NCAA)","2013-2014","418-ulm","6"
"212","","Joschka"," Ferner ","05.01.1996","18","2.00m","80kg","SF","DEU","Giants Nördlingen","2013-2014","418-ulm","6"
"213","8","Kay"," Gausa ","01.07.1992","22","1.99m","88kg","SF","DEU","SC Rist Wedel","2013-2014","418-ulm","6"
"214","6","Per"," Günther ","05.02.1988","26","1.84m","80kg","PG","DEU","Phoenix Hagen","2013-2014","418-ulm","6"
"215","16","Adam"," Hess ","04.04.1981","33","2.01m","100kg","SF","DEU","Phoenix Hagen","2013-2014","418-ulm","6"
"216","24","Matt"," Howard ","23.01.1989","25","2.00m","102kg","PF","USA","Chorale de Roanne (FRA)","2013-2014","418-ulm","6"
"217","34","Ian"," Hummer ","23.08.1990","24","2.01m","102kg","PF","USA","Princeton University (USA)","2013-2014","418-ulm","6"
"218","9","Till-Joscha"," Jönke ","04.01.1992","22","1.89m","73kg","PG","DEU","Bayer Giants Leverkusen","2013-2014","418-ulm","6"
"219","20","Cameron"," Long ","30.12.1988","25","1.93m","85kg","SG","USA","Le Mans Sarthe Basket (FRA)","2013-2014","418-ulm","6"
"220","13","Jonathan"," Maier ","09.12.1992","21","2.10m","100kg","PF","DEU","Neckar RIESEN Ludwigsburg","2013-2014","418-ulm","6"
"221","","Tommy"," Mason-Griffin ","29.09.1990","23","1.80m","87kg","PG","USA","Sioux Falls Skyforce (USA)","2013-2014","418-ulm","6"
"222","52","Keaton"," Nankivil ","18.01.1989","25","2.03m","100kg","PF","USA","University of Wisconsin (USA)","2013-2014","418-ulm","6"
"223","44","Trent"," Plaisted ","20.11.1986","27","2.11m","111kg","C","USA","CSP Limoges (FRA)","2013-2014","418-ulm","6"
"224","33","Philipp"," Schwethelm ","01.05.1989","25","2.01m","94kg","SF","DEU","FC Bayern München","2013-2014","418-ulm","6"
"225","12","Edgar"," Sosa ","15.01.1988","26","1.90m","80kg","PG","DOM","Cangrejeros de Santurce (PUR)","2013-2014","418-ulm","6"
"226","10","Daniel"," Theis ","04.04.1992","22","2.04m","101kg","PF","DEU","New Yorker Phantoms Braunschweig","2013-2014","418-ulm","6"
"227","15","Dustin"," Ware ","12.04.1990","24","1.80m","80kg","SG","USA","Cibona Zagreb","2013-2014","418-ulm","6"
"228","5","David"," Bell ","20.06.1981","33","1.86m","82kg","PG","USA","G.T. Flames Groningen (NED)","2013-2014","473-hag","10"
"229","10","Fabian"," Bleck ","19.03.1993","21","1.98m","96kg","SF","DEU","NOMA Iserlohn","2013-2014","473-hag","10"
"230","4","Ruben"," Dahmen ","07.06.1994","20","1.92m","80kg","SG","DEU","NOMA Iserlohn","2013-2014","473-hag","10"
"231","34","Mark"," Dorris ","27.12.1985","28","1.88m","77kg","SG","USA","EnBW Ludwigsburg","2013-2014","473-hag","10"
"232","6","Henry"," Dugat ","01.01.1987","27","1.83m","81kg","PG","USA","LF Basket (SWE)","2013-2014","473-hag","10"
"233","12","Sören"," Fritze ","14.09.1994","20","1.90m","80kg","PG","DEU","BG Hagen","2013-2014","473-hag","10"
"234","7","Niklas"," Geske ","13.04.1994","20","1.84m","73kg","PG","DEU","SVD 49 Dortmund","2013-2014","473-hag","10"
"235","23","Larry"," Gordon ","18.04.1987","27","1.96m","98kg","SF","USA","Kapfenberg Bulls (AUT)","2013-2014","473-hag","10"
"236","33","Dino"," Gregory ","14.08.1989","25","2.00m","107kg","PF","USA","Sundsvall Dragons (SWE)","2013-2014","473-hag","10"
"237","13","Nikita"," Khartchenkov ","12.01.1987","27","2.00m","92kg","SF","DEU","Nürnberger BC","2013-2014","473-hag","10"
"238","15","Bernd"," Kruel ","01.06.1976","38","2.09m","105kg","C","DEU","Telekom Baskets Bonn","2013-2014","473-hag","10"
"239","11","Moritz"," Krume ","18.01.1994","20","2.00m","99kg","PF","DEU","Schalke 04","2013-2014","473-hag","10"
"240","35","Keith"," Ramsey ","17.08.1987","27","2.05m","98kg","PF","USA","Ironi Ramat Gan (ISR)","2013-2014","473-hag","10"
"241","21","Ole"," Wendt ","05.10.1992","21","1.90m","72kg","PG","DEU","webmoebel Baskets","2013-2014","473-hag","10"
"242","4","Mustafa"," Abdul-Hamid ","02.06.1988","26","1.88m","88kg","PG","USA","City Hoops (LIB)","2013-2014","435-art","7"
"243","41","Florian"," Doeinck ","16.08.1991","23","1.98m","105kg","SG","DEU","Quakenbrücker TSV","2013-2014","435-art","7"
"244","10","Bastian"," Doreth ","08.06.1989","25","1.82m","83kg","PG","DEU","TBB Trier","2013-2014","435-art","7"
"245","32","Kenneth"," Frease ","18.10.1989","24","2.11m","129kg","C","USA","WALTER Tigers Tübingen","2013-2014","435-art","7"
"246","22","Antonio"," Graves ","17.04.1985","29","1.91m","86kg","SG","USA","Pistoia Basket (ITA)","2013-2014","435-art","7"
"247","13","Guido"," Grünheid ","25.10.1982","31","2.08m","114kg","PF","DEU","Mitteldeutscher BC","2013-2014","435-art","7"
"248","24","Lawrence"," Hill ","16.09.1987","26","2.03m","107kg","PF","USA","Hapoel Holon (ISR)","2013-2014","435-art","7"
"249","8","Christian"," Hoffmann ","12.03.1987","27","1.85m","82kg","PG","DEU","Science City Jena","2013-2014","435-art","7"
"250","11","David"," Holston ","26.01.1986","28","1.70m","65kg","PG","USA","Mersin BSB (TUR)","2013-2014","435-art","7"
"251","","Sergio"," Kerusch ","06.01.1989","25","1.95m","102kg","SF","DEU","Aris Thessaloniki (A1/Griechenland)","2013-2014","435-art","7"
"252","6","Anthony"," King ","22.01.1985","29","2.06m","110kg","C","USA","Aris Saloniki","2013-2014","435-art","7"
"253","","Gilles"," Nawezi ","29.01.1996","18","1.95m","82kg","SF","DEU","UBC Münster","2013-2014","435-art","7"
"254","9","Acha"," Njei ","19.03.1985","29","1.95m","91kg","SF","DEU","EWE Baskets Oldenburg","2013-2014","435-art","7"
"255","","Florian"," Surmann ","20.08.1995","19","1.92m","86kg","PF","DEU","Union Lüdinghausen","2013-2014","435-art","7"
"256","14","Brandon"," Thomas ","17.08.1984","30","1.98m","97kg","SF","USA","FC Bayern München","2013-2014","435-art","7"
"257","","Arne"," Tigges ","29.09.1995","18","1.90m","85kg","SG","DEU","","2013-2014","435-art","7"
"258","33","Chad"," Topper ","11.11.1985","28","1.99m","95kg","SF","DEU","CAI Zaragoza (ESP)","2013-2014","435-art","7"
"259","","Adam"," Touray ","31.05.1994","20","2.06m","95kg","C","DEU","UBC Münster","2013-2014","435-art","7"
"260","34","Michael"," Wenzl ","06.02.1991","23","2.10m","115kg","C","DEU","BG Göttingen","2013-2014","435-art","7"
"261","","Daniel"," Woltering ","19.05.1996","18","2.06m","85kg","C","DEU","SC Armina Ochtrup","2013-2014","435-art","7"
"262","55","Jermaine"," Anderson ","08.02.1983","31","1.88m","80kg","PG","CAN","New Yorker Phantoms Braunschweig","2013-2014","414-tri","13"
"263","19","Benedikt"," Breiling ","02.11.1991","22","2.01m","95kg","PF","DEU","Erdgas Ehingen/Urspringschule","2013-2014","414-tri","13"
"264","25","Luca"," Breu ","06.04.1996","18","1.84m","74kg","SG","DEU","DC Timberwolves Wien","2013-2014","414-tri","13"
"265","32","Jermaine"," Bucknor ","01.11.1983","30","2.01m","93kg","SF","CAN","s.Oliver Baskets","2013-2014","414-tri","13"
"266","14","Luca"," Buntic ","07.03.1993","21","2.07m","105kg","C","DEU","Völklingen","2013-2014","414-tri","13"
"267","6","Anthony"," Canty ","12.02.1991","23","1.83m","72kg","PG","DEU","Eisbären Bremerhaven","2013-2014","414-tri","13"
"268","23","Vitalis"," Chikoko ","11.02.1991","23","2.07m","90kg","PF","ZWE","BG Göttingen","2013-2014","414-tri","13"
"269","5","Marian"," Dahlem ","01.04.1995","19","1.90m","75kg","PG","DEU","MJC Trier","2013-2014","414-tri","13"
"270","","Kilian"," Dietz ","09.11.1990","23","2.02m","106kg","C","DEU","TBB Junior Team","2013-2014","414-tri","13"
"271","22","Johann"," Fritzen ","12.09.1995","19","2.01m","90kg","PF","DEU","MJC Trier","2013-2014","414-tri","13"
"272","","Christian"," Hubor ","18.04.1990","24","2.00m","98kg","PF","DEU","TVG Baskets Trier","2013-2014","414-tri","13"
"273","11","Trevon"," Hughes ","04.04.1987","27","1.83m","88kg","SG","USA","Pasvalys (LTU)","2013-2014","414-tri","13"
"274","17","Mathis"," Mönninghoff ","17.03.1992","22","2.00m","82kg","SG","DEU","Gonzaga Bulldogs (NCAA)","2013-2014","414-tri","13"
"275","9","Marin"," Petric ","21.02.1980","34","1.90m","85kg","PG","DEU","Düsseldorf Baskets","2013-2014","414-tri","13"
"276","21","Laurynas"," Samenas ","12.10.1988","25","1.92m","82kg","SG","LTU","BC Siaulai (LTU)","2013-2014","414-tri","13"
"277","13","Stefan"," Schmidt ","12.05.1989","25","2.07m","110kg","C","DEU","BBC Bayreuth","2013-2014","414-tri","13"
"278","12","Andreas"," Seiferth ","23.06.1989","25","2.09m","113kg","C","DEU","ALBA BERLIN","2013-2014","414-tri","13"
"279","10","Warren"," Ward ","16.11.1989","24","1.96m","95kg","SF","CAN","University of Ottawa (CAN)","2013-2014","414-tri","13"
"280","20","Andreas"," Wenzl ","07.02.1993","21","2.10m","108kg","C","DEU","ratiopharm ulm","2013-2014","414-tri","13"
"281","8","Ismet"," Akpinar ","22.05.1995","19","1.90m","77kg","PG","DEU","SC Rist Wedel","2013-2014","413-ber","3"
"282","10","Sebastian"," Fülle ","27.07.1992","22","1.91m","72kg","SG","DEU","TuS Lichterfelde","2013-2014","413-ber","3"
"283","25","Clifford"," Hammonds ","18.12.1985","28","1.91m","90kg","PG","USA","BC Igokea Aleksandorvac (BIH)","2013-2014","413-ber","3"
"284","","David"," Herwig ","21.04.1993","21","1.96m","90kg","SF","DEU","TuS Lichterfelde","2013-2014","413-ber","3"
"285","22","Jan-Hendrik"," Jagla ","25.06.1981","33","2.13m","105kg","PF","DEU","FC Bayern München","2013-2014","413-ber","3"
"286","14","Levon"," Kendall ","04.07.1984","30","2.09m","109kg","PF","CAN","Obradoiro CAB (ESP)","2013-2014","413-ber","3"
"287","7","Alex"," King ","20.02.1985","29","2.00m","100kg","SF","DEU","s.Oliver Baskets","2013-2014","413-ber","3"
"288","5","David"," Logan ","26.12.1982","31","1.83m","79kg","PG","USA","Maccabi Tel Aviv (ISR)","2013-2014","413-ber","3"
"289","43","Leon"," Radosevic ","26.02.1990","24","2.07m","112kg","C","HRV","Emporio Armani Mailand (ITA)","2013-2014","413-ber","3"
"290","15","Reggie"," Redding ","18.07.1988","26","1.93m","95kg","SF","USA","WALTER Tigers Tübingen","2013-2014","413-ber","3"
"291","6","Sven"," Schultze ","11.07.1978","36","2.06m","112kg","PF","DEU","Carife Ferrara (ITA)","2013-2014","413-ber","3"
"292","55","Uros"," Slokar **","15.05.1983","31","2.10m","116kg","C","SVN","*NICHT MEHR IM KADER","2013-2014","413-ber","3"
"293","19","Vojdan"," Stojanovski ","09.12.1987","26","1.94m","87kg","SG","MKD","BC Donezk (UKR)","2013-2014","413-ber","3"
"294","17","Bar"," Timor ","02.03.1992","22","1.91m","90kg","SG","DEU","Hapoel Tel Aviv (ISR)","2013-2014","413-ber","3"
"295","11","Akeem"," Vargas ","29.04.1990","24","1.92m","90kg","SG","DEU","BG Göttingen","2013-2014","413-ber","3"
"296","18","Jonas"," Wohlfarth-Bottermann ","20.02.1990","24","2.08m","105kg","C","DEU","Telekom Baskets Bonn","2013-2014","413-ber","3"
"297","20","Darius"," Adams ","17.04.1989","25","1.82m","75kg","PG","USA","Entente Orleans (FRA)","2013-2014","439-bhv","12"
"298","15","Derrick"," Allen ","17.07.1980","34","2.04m","100kg","PF","USA","Belgacom Spirou (BEL)","2013-2014","439-bhv","12"
"299","11","Helge"," Baues ","22.06.1994","20","2.05m","91kg","PF","DEU","BSG Bremerhaven","2013-2014","439-bhv","12"
"300","7","Jusuf"," El Domiaty ","11.10.1990","23","1.87m","78kg","SG","DEU","Cuxhaven BasCats","2013-2014","439-bhv","12"
"301","4","Brian"," Harper ","19.07.1985","29","2.06m","83kg","PF","USA","TBB Trier","2013-2014","439-bhv","12"
"302","12","Stefan"," Jackson **","07.05.1985","29","1.96m","85kg","SG","USA","*NICHT MEHR IM KADER","2013-2014","439-bhv","12"
"303","18","Adas"," Juskevicius ","03.01.1989","25","1.94m","90kg","SG","LTU","Zalgiris Kaunas (LTU)","2013-2014","439-bhv","12"
"304","23","Bazoumana"," Kone ","13.12.1993","20","1.90m","68kg","SG","DEU","BSG Bremerhaven","2013-2014","439-bhv","12"
"305","14","Jonathan"," Malu **","19.03.1993","21","1.98m","110kg","C","DEU","* bis 01/2014 im Verein","2013-2014","439-bhv","12"
"306","9","Jeffrey"," Martin ","13.04.1994","20","1.89m","80kg","PG","DEU","SC Rist Wedel","2013-2014","439-bhv","12"
"307","","Linecker"," Mayika Lungongo ","19.02.1995","19","2.07m","107kg","C","DEU","SG Bergheim Bedburg","2013-2014","439-bhv","12"
"308","10","Nick"," Schneiders ","20.07.1984","30","2.21m","118kg","C","DEU","New Yorker Phantoms Braunschweig","2013-2014","439-bhv","12"
"309","34","Devin"," Searcy ","25.08.1989","25","2.08m","102kg","PF","USA","Triumph Lyubertsy (RUS)","2013-2014","439-bhv","12"
"310","5","Angelo"," Sharpless **","14.02.1990","24","1.93m","86kg","SG","USA","*NICHT MEHR IM KADER","2013-2014","439-bhv","12"
"311","24","Anthony"," Smith ","04.10.1986","27","1.96m","99kg","SG","USA","Union Poitiers Basket (FRA)","2013-2014","439-bhv","12"
"312","19","Moritz"," Thomany ","01.01.1995","19","1.93m","93kg","SF","DEU","BSG Bremerhaven","2013-2014","439-bhv","12"
"313","","Garai"," Zeeb ","06.04.1997","17","1.86m","80kg","PG","DEU","BSG Bremerhaven","2013-2014","439-bhv","12"
"314","8","Philip"," Zwiener ","23.07.1985","29","2.01m","100kg","SF","DEU","TBB Trier","2013-2014","439-bhv","12"
"315","11","Julian"," Albus ","20.05.1992","22","1.91m","90kg","SF","DEU","SV 03 Tübingen","2013-2014","432-tueb","16"
"316","14","Daequan "," Cook ","28.04.1987","27","1.96m","84kg","SF","USA","BK Budiwelnyk Kiew (UKR)","2013-2014","432-tueb","16"
"317","22","Ibrahim"," Eroglu ","22.07.1990","24","1.98m","85kg","PF","DEU","WALTER Tigers Tübingen","2013-2014","432-tueb","16"
"318","12","Alex"," Harris ","30.01.1986","28","1.96m","91kg","SG","USA","Eisbären Bremerhaven","2013-2014","432-tueb","16"
"319","21","Anatoly"," Kashirov ","19.05.1987","27","2.15m","115kg","C","RUS","Spartak St.Petersburg (RUS)","2013-2014","432-tueb","16"
"320","","Justin"," Klay ","22.06.1994","20","1.78m","65kg","PG","DEU","SV 03 Tübingen","2013-2014","432-tueb","16"
"321","13","Johannes"," Lischka ","02.04.1987","27","2.03m","106kg","SF","DEU","EnBW Ludwigsburg","2013-2014","432-tueb","16"
"322","6","Nils"," Mittmann ","10.04.1979","35","2.01m","95kg","SF","DEU","New Yorker Phantoms Braunschweig","2013-2014","432-tueb","16"
"323","8","Aleksandar"," Nadjfeji ","27.10.1976","37","2.02m","104kg","PF","SCG","FC Bayern München","2013-2014","432-tueb","16"
"324","7","Tyrone"," Nash ","24.09.1988","25","2.03m","103kg","PF","USA","Notre Dame (USA)","2013-2014","432-tueb","16"
"325","9","Robert"," Oehle ","22.05.1988","26","2.09m","118kg","C","DEU","LTi Giessen 46ers","2013-2014","432-tueb","16"
"326","15","Bogdan"," Radosavljevic ","11.07.1993","21","2.13m","105kg","C","DEU","FC Bayern München","2013-2014","432-tueb","16"
"327","33","Branislav"," Ratkovica ","27.07.1985","29","1.94m","84kg","PG","SCG","BC Politekhnika-Halychyna Lviv (UKR)","2013-2014","432-tueb","16"
"328","34","Benjamin"," Simons **","16.02.1991","23","2.03m","95kg","SF","USA","*NICHT MEHR IM KADER","2013-2014","432-tueb","16"
"329","24","Benaissa"," Traore ","02.08.1997","17","1.94m","85kg","PF","DEU","TSG Reutlingen 1843","2013-2014","432-tueb","16"
"330","4","Jonathan"," Wallace ","16.05.1986","28","1.87m","85kg","PG","USA","Belfius Mons-Hainaut (BEL)","2013-2014","432-tueb","16"
"331","20","Joshua Adam"," Young ","26.04.1988","26","1.85m","80kg","PG","USA","Bayer Giants Leverkusen","2013-2014","432-tueb","16"
