"","jersey_number","first_name","last_name","dob","age","height","weight","position","nationality","last_team","season","team","standing"
"205","5","Matthias"," Goddek ","05.09.1986","27","1.92m","85kg","PG","DEU","eigene Jugend","2006-2007","416-lev","7"
"206","9","John"," Goldsberry ","19.10.1982","31","1.91m","91kg","PG","USA","University of NC Wilmington (USA)","2006-2007","416-lev","7"
"207","10","Jared"," Newson ","26.09.1984","29","1.96m","88kg","SF","USA","University of Tennessee M. (USA)","2006-2007","416-lev","7"
"208","23","Adrian"," Penland ","25.11.1980","33","1.89m","85kg","PG","USA","* bis 12/2006 im Verein","2006-2007","416-lev","7"
"209","20","Richard"," Poiger ","22.05.1987","27","2.02m","95kg","PF","AUT","eigene Jugend","2006-2007","416-lev","7"
"210","44","Eric"," Taylor ","18.10.1976","37","2.01m","106kg","PF","USA","SPEC Warschau (POL)","2006-2007","416-lev","7"
"211","8","Lukas"," Welling ","29.07.1986","28","1.99m","92kg","SF","DEU","eigene Jugend","2006-2007","416-lev","7"
"212","4","Brandon"," Woudstra ","30.09.1980","33","1.91m","89kg","SG","USA","Leeuwarden (NED)","2006-2007","416-lev","7"
"213","42","Beckham"," Wyrick ","13.12.1983","30","1.98m","100kg","SF","USA","University of NC Wilmington (USA)","2006-2007","416-lev","7"
"214","14","Ryan"," Bond ","20.05.1974","40","2.06m","110kg","C","USA","Artland Dragons","2006-2007","434-kar","18"
"215","15","Pedro"," Cipriano ","07.02.1983","31","2.06m","102kg","C","USA","Southern University Jaguars (USA)","2006-2007","434-kar","18"
"216","10","Narcisse"," Ewodo ","29.10.1972","41","2.02m","96kg","SF","FRA","EnBW Ludwigsburg","2006-2007","434-kar","18"
"217","7","Stefan"," Fahrad ","24.07.1980","34","1.94m","96kg","SF","DEU","USC Heidelberg","2006-2007","434-kar","18"
"218","4","David"," Fergerson ","10.03.1978","36","1.85m","80kg","PG","USA","* bis 1/2007 im Verein","2006-2007","434-kar","18"
"219","","Elias"," Harris ","06.07.1989","25","1.99m","95kg","SG","DEU","SG TVD / BB-Internat Speyer","2006-2007","434-kar","18"
"220","11","Andreas"," Hornig ","23.03.1980","34","2.13m","125kg","C","DEU","WALTER TIGERS","2006-2007","434-kar","18"
"221","12","Domonic"," Jones ","26.08.1981","32","1.86m","90kg","PG","USA","Va Commonwealth (USA)","2006-2007","434-kar","18"
"222","21","Joel Martin"," Jones ","11.07.1981","33","1.98m","90kg","SG","USA","* bis 3/2007 im Verein","2006-2007","434-kar","18"
"223","20","Sheiku"," Kabba ","24.09.1979","34","1.88m","80kg","PG","USA","Fileni Jesi (ITA)","2006-2007","434-kar","18"
"224","55","Alton"," Mason ","02.08.1977","37","1.85m","81kg","PG","USA","* bis 3/2007 im Verein","2006-2007","434-kar","18"
"225","5","Fabrice"," Mballa ","24.01.1982","32","1.98m","85kg","SF","FRA","La Peyrade Baskets (FRA)","2006-2007","434-kar","18"
"226","8","David"," McCray ","06.11.1986","27","1.87m","86kg","PG","DEU","1.FC Kaiserslautern","2006-2007","434-kar","18"
"227","9","Stefan"," Svitek ","25.05.1977","37","2.03m","108kg","PF","SVK","BK Chemosvit SVIT (SVK)","2006-2007","434-kar","18"
"228","6","David"," Watson ","16.09.1988","25","1.84m","78kg","PG","DEU","SSC Karlsruhe","2006-2007","434-kar","18"
"229","","Christian"," Becker ","23.12.1985","28","2.03m","88kg","PF","DEU","TV Salzkotten","2006-2007","475-pad","11"
"230","31","Timothy James"," Black ","30.04.1981","33","1.78m","75kg","PG","USA","NVV Lions Mönchengladbach","2006-2007","475-pad","11"
"231","32","Jordan"," Collins ","05.10.1982","31","2.00m","102kg","PF","USA","NC State University (USA)","2006-2007","475-pad","11"
"232","10","Martin"," Duggen ","08.01.1981","33","1.84m","75kg","PG","DEU","TSG Bergedorf","2006-2007","475-pad","11"
"233","15","Steven Michael"," Esterkamp ","08.01.1984","30","1.98m","90kg","SF","USA","Ohio University (USA)","2006-2007","475-pad","11"
"234","17","Thomas"," Gajda **","17.07.1989","25","2.00m","86kg","SG","DEU","BBG Herford","2006-2007","475-pad","11"
"235","5","Sergerio"," Gipson ","15.02.1980","34","1.93m","89kg","SG","USA","Demon A. Amsterdam (NED)","2006-2007","475-pad","11"
"236","20","Reggie"," Golson ","15.11.1981","32","2.01m","115kg","PF","USA","TV Lich","2006-2007","475-pad","11"
"237","12","Christoph"," Hackenesch ","28.01.1986","28","2.04m","102kg","PF","DEU","SV Brackwede","2006-2007","475-pad","11"
"238","8","Lamar"," Hurd ","08.12.1983","30","1.93m","90kg","SF","USA","Oregon State University (USA)","2006-2007","475-pad","11"
"239","7","Daniel"," Lieneke ","05.06.1981","33","2.00m","95kg","SF","DEU","TV Salzkotten","2006-2007","475-pad","11"
"240","21","Jakob"," Mayerhöfer ","23.05.1984","30","1.91m","86kg","SF","DEU","Bayer Giants Leverkusen","2006-2007","475-pad","11"
"241","14","Marius"," Nolte ","21.01.1981","33","2.06m","100kg","C","DEU","TV Salzkotten","2006-2007","475-pad","11"
"242","33","Mark"," Patton ","02.09.1983","30","2.06m","105kg","C","USA","Marshall Thundering Herd (USA)","2006-2007","475-pad","11"
"243","16","Daniel"," Tusek **","14.03.1989","25","1.96m","91kg","PG","DEU","","2006-2007","475-pad","11"
"244","45","Ryan"," De Michael ","12.07.1977","37","2.04m","104kg","PF","USA","TV 1860 Lich","2006-2007","447-nuer","17"
"245","4","Robert"," Dühring ","24.04.1979","35","2.02m","100kg","PF","DEU","","2006-2007","447-nuer","17"
"246","10","Sotirius"," Gioulekas ","28.11.1979","34","2.02m","100kg","SF","GRC","* bis 4/2007 im Verein","2006-2007","447-nuer","17"
"247","21","Justin"," Griffin ","20.09.1983","30","1.93m","90kg","SG","USA","University of Hawaii (USA)","2006-2007","447-nuer","17"
"248","9","Mario"," Göhring ","17.11.1982","31","1.80m","80kg","SG","DEU","","2006-2007","447-nuer","17"
"249","5","Michael"," Lake ","07.04.1973","41","1.84m","84kg","SG","USA","erdgas baskets Jena","2006-2007","447-nuer","17"
"250","24","Dwayne"," Lee ","26.03.1984","30","1.82m","81kg","PG","USA","* bis 3/2007 im Verein","2006-2007","447-nuer","17"
"251","6","Matthias"," Meinel ","19.03.1977","37","1.93m","95kg","SF","DEU","BBC Bayreuth","2006-2007","447-nuer","17"
"252","8","Tim"," Nees ","30.10.1971","42","2.09m","115kg","C","DEU","WALTER TIGERS Tübingen","2006-2007","447-nuer","17"
"253","7","Angelos"," Plantzas ","30.01.1971","43","1.73m","70kg","PG","DEU","TS 1861 Herzogenaurach","2006-2007","447-nuer","17"
"254","15","Thomas"," Rissmann ","31.12.1970","43","2.01m","105kg","PF","DEU","RCE Falke Nürnberg","2006-2007","447-nuer","17"
"255","23","Corey"," Rouse ","03.02.1984","30","2.03m","88kg","C","USA","East Carolina University (USA)","2006-2007","447-nuer","17"
"256","12","Predrag"," Saporac ","25.05.1976","38","2.07m","110kg","C","BIH","* bis 11/2006 im Verein","2006-2007","447-nuer","17"
"257","16","Sean"," Walker ","08.11.1984","29","1.90m","89kg","SG","USA","KK Koper (SLO)","2006-2007","447-nuer","17"
"258","6","Ricondo-Taiwan"," Crutchfield ","15.04.1978","36","2.00m","100kg","SG","USA","* bis 10/2006 im Verein","2006-2007","432-tueb","10"
"259","9","Jamaal"," Davis ","20.04.1979","35","2.06m","110kg","PF","USA","Pegah Hamedan (IRI)","2006-2007","432-tueb","10"
"260","11","Philipp"," Friedel ","29.05.1987","27","1.85m","75kg","SG","DEU","USC Freiburg","2006-2007","432-tueb","10"
"261","8","Johnny"," Gray ","21.07.1983","31","1.84m","75kg","PG","USA","*bis 12/2006 im Verein","2006-2007","432-tueb","10"
"262","14","Rasko"," Katic ","08.12.1980","33","2.08m","118kg","C","SCG","Roter Stern Belgrad (SCG)","2006-2007","432-tueb","10"
"263","4","Matt"," Kiefer ","22.04.1983","31","2.08m","108kg","C","USA","University of Purdue (USA)","2006-2007","432-tueb","10"
"264","12","Peter"," Klemm ","07.12.1985","28","1.95m","90kg","SF","DEU","eigene Jugend","2006-2007","432-tueb","10"
"265","","Max"," Kochendörfer ","06.12.1985","28","1.93m","85kg","SF","DEU","SV03 Tübingen","2006-2007","432-tueb","10"
"266","21","Waitari"," Marsh ","29.10.1980","33","1.86m","85kg","PG","USA","Pegah Hamedan (IRA)","2006-2007","432-tueb","10"
"267","18","Kevin"," Melson ","14.09.1978","35","1.99m","94kg","SF","USA","La Vega (DOM)","2006-2007","432-tueb","10"
"268","15","Ajene Malaki"," Moye ","07.02.1982","32","1.93m","98kg","SF","USA","Keflavik (ISL)","2006-2007","432-tueb","10"
"269","7","Ray"," Nixon ","10.09.1984","29","1.95m","90kg","SF","USA","University of Wisconsin (USA)","2006-2007","432-tueb","10"
"270","20","Igor"," Perovic ","03.03.1974","40","1.94m","91kg","PG","SCG","TSK Würzburg","2006-2007","432-tueb","10"
"271","19","Tony"," Stockman ","07.10.1981","32","1.85m","82kg","PG","USA","* bis 1/2007 im Verein","2006-2007","432-tueb","10"
"272","10","Jay"," Thomas ","09.02.1979","35","1.93m","93kg","PG","DEU","Bayern München","2006-2007","432-tueb","10"
"273","13","Robert"," Wintermantel ","10.12.1970","43","2.00m","100kg","PF","DEU","TV Langen","2006-2007","432-tueb","10"
"274","5","Dubravko"," Zemljic ","11.09.1976","37","2.00m","108kg","SF","HRV","* bis 11/2006 im Verein","2006-2007","432-tueb","10"
